game_id,gameday,home_team,away_team,home_win,point_diff,home_rolling_ppg,home_rolling_papg,home_rolling_diff,away_rolling_ppg,away_rolling_papg,away_rolling_diff,ppg_differential,papg_differential,overall_differential,home_advantage,week,is_divisional,spread_line,home_moneyline,away_moneyline
2022_03_BUF_MIA,2022-09-25,MIA,BUF,1,2.0,23.6,21.2,2.400000000000002,36.4,17.2,19.2,-12.799999999999997,4.0,-16.799999999999997,1,3,1,-4.0,175.0,-196.0
2022_03_KC_IND,2022-09-25,IND,KC,1,3.0,14.6,21.8,-7.200000000000001,35.8,25.8,9.999999999999996,-21.199999999999996,-4.0,-17.199999999999996,1,3,0,-4.5,177.0,-199.0
2022_03_HOU_CHI,2022-09-25,CHI,HOU,1,3.0,20.0,19.0,1.0,20.4,23.2,-2.8000000000000007,-0.3999999999999986,-4.199999999999999,3.8000000000000007,1,3,0,3.0,-156.0,141.0
2022_03_NO_CAR,2022-09-25,CAR,NO,1,8.0,14.6,27.2,-12.6,17.6,19.2,-1.5999999999999979,-3.0000000000000018,8.0,-11.000000000000002,1,3,1,-2.0,112.0,-123.0
2022_03_CIN_NYJ,2022-09-25,NYJ,CIN,0,-15.0,20.0,26.0,-6.0,20.6,21.2,-0.5999999999999979,-0.6000000000000014,4.800000000000001,-5.400000000000002,1,3,0,-6.5,220.0,-247.0
2022_03_DAL_NYG,2022-09-26,NYG,DAL,0,-7.0,12.0,24.2,-12.2,22.6,22.0,0.6000000000000014,-10.600000000000001,2.1999999999999993,-12.8,1,3,1,1.0,-120.0,109.0
2022_04_MIA_CIN,2022-09-29,CIN,MIA,1,12.0,22.2,20.4,1.8000000000000007,23.8,24.4,-0.5999999999999979,-1.6000000000000014,-4.0,2.3999999999999986,1,4,0,4.0,-190.0,169.0
2022_04_KC_TB,2022-10-02,TB,KC,0,-10.0,21.8,14.4,7.4,30.8,25.6,5.199999999999999,-9.0,-11.200000000000001,2.200000000000001,1,4,0,1.0,-125.0,113.0
2022_04_DEN_LV,2022-10-02,LV,DEN,1,9.0,23.6,27.0,-3.3999999999999986,16.0,19.6,-3.6000000000000014,7.600000000000001,7.399999999999999,0.20000000000000284,1,4,1,2.5,-137.0,124.0
2022_04_NE_GB,2022-10-02,GB,NE,1,3.0,17.6,19.0,-1.3999999999999986,18.2,30.2,-12.0,-0.5999999999999979,-11.2,10.600000000000001,1,4,0,10.0,-435.0,358.0
2022_04_ARI_CAR,2022-10-02,CAR,ARI,0,-10.0,17.8,23.6,-5.800000000000001,20.6,31.8,-11.2,-2.8000000000000007,-8.2,5.399999999999999,1,4,0,1.0,-113.0,102.0
2022_04_NYJ_PIT,2022-10-02,PIT,NYJ,0,-4.0,18.2,24.2,-6.0,17.2,27.2,-10.0,1.0,-3.0,4.0,1,4,0,3.0,-161.0,145.0
2022_04_JAX_PHI,2022-10-02,PHI,JAX,1,8.0,25.4,26.4,-1.0,24.0,19.8,4.199999999999999,1.3999999999999986,6.599999999999998,-5.199999999999999,1,4,0,6.5,-256.0,223.0
2022_04_CHI_NYG,2022-10-02,NYG,CHI,1,8.0,13.2,22.0,-8.8,19.6,18.2,1.4000000000000021,-6.400000000000002,3.8000000000000007,-10.200000000000003,1,4,0,3.0,-144.0,130.0
2022_04_TEN_IND,2022-10-02,IND,TEN,0,-7.0,14.2,22.0,-7.800000000000001,19.0,25.6,-6.600000000000001,-4.800000000000001,-3.6000000000000014,-1.1999999999999993,1,4,1,4.5,-205.0,182.0
2022_04_SEA_DET,2022-10-02,DET,SEA,0,-3.0,32.2,34.8,-2.5999999999999943,27.2,25.8,1.3999999999999986,5.0000000000000036,8.999999999999996,-3.999999999999993,1,4,0,3.0,-169.0,151.0
2022_04_WAS_DAL,2022-10-02,DAL,WAS,1,15.0,22.8,20.2,2.6000000000000014,20.2,21.8,-1.6000000000000014,2.6000000000000014,-1.6000000000000014,4.200000000000003,1,4,1,3.0,-155.0,140.0
2022_04_BUF_BAL,2022-10-02,BAL,BUF,0,-3.0,26.2,22.6,3.599999999999998,34.8,19.4,15.399999999999999,-8.599999999999998,3.200000000000003,-11.8,1,4,0,-3.0,154.0,-172.0
2022_04_CLE_ATL,2022-10-02,ATL,CLE,1,3.0,23.0,28.0,-5.0,24.0,22.8,1.1999999999999993,-1.0,5.199999999999999,-6.199999999999999,1,4,0,-1.0,-103.0,-107.0
2022_04_MIN_NO,2022-10-02,NO,MIN,0,-3.0,19.8,19.6,0.1999999999999993,19.8,21.8,-2.0,0.0,-2.1999999999999993,2.1999999999999993,1,4,0,-4.0,177.0,-199.0
2022_04_LAC_HOU,2022-10-02,HOU,LAC,0,-10.0,16.2,22.0,-5.800000000000001,24.8,26.4,-1.5999999999999979,-8.600000000000001,-4.399999999999999,-4.200000000000003,1,4,0,-5.5,205.0,-234.0
2022_04_LA_SF,2022-10-03,SF,LA,1,15.0,15.4,13.4,2.0,20.8,21.4,-0.5999999999999979,-5.4,-7.999999999999998,2.599999999999998,1,4,1,1.0,-124.0,112.0
2022_05_IND_DEN,2022-10-06,DEN,IND,0,-3.0,18.0,19.2,-1.1999999999999993,13.6,22.2,-8.6,4.4,-3.0,7.4,1,5,0,3.5,-178.0,159.0
2022_05_ATL_TB,2022-10-09,TB,ATL,1,6.0,21.8,19.6,2.1999999999999993,24.6,26.2,-1.5999999999999979,-2.8000000000000007,-6.599999999999998,3.799999999999997,1,5,1,10.5,-430.0,355.0
2022_05_CIN_BAL,2022-10-09,BAL,CIN,1,2.0,26.4,23.2,3.1999999999999993,22.2,18.6,3.599999999999998,4.199999999999999,4.599999999999998,-0.3999999999999986,1,5,1,3.0,-168.0,151.0
2022_05_DAL_LA,2022-10-09,LA,DAL,0,-12.0,18.6,22.8,-4.199999999999999,17.6,17.0,0.6000000000000014,1.0,5.800000000000001,-4.800000000000001,1,5,0,5.5,-220.0,195.0
2022_05_PHI_ARI,2022-10-09,ARI,PHI,0,-3.0,19.8,27.4,-7.599999999999998,26.0,20.4,5.600000000000001,-6.199999999999999,7.0,-13.2,1,5,0,-5.5,196.0,-222.0
2022_05_SF_CAR,2022-10-09,CAR,SF,0,-22.0,19.0,25.2,-6.199999999999999,17.6,13.2,4.400000000000002,1.3999999999999986,12.0,-10.600000000000001,1,5,0,-6.0,206.0,-234.0
2022_05_TEN_WAS,2022-10-09,WAS,TEN,0,-4.0,19.0,22.8,-3.8000000000000007,18.2,24.0,-5.800000000000001,0.8000000000000007,-1.1999999999999993,2.0,1,5,0,-1.0,-100.0,-110.0
2022_05_MIA_NYJ,2022-10-09,NYJ,MIA,1,23.0,17.2,25.6,-8.400000000000002,26.2,23.0,3.1999999999999993,-9.0,2.6000000000000014,-11.600000000000001,1,5,1,-3.0,146.0,-162.0
2022_05_CHI_MIN,2022-10-09,MIN,CHI,1,7.0,23.4,19.4,4.0,16.2,21.6,-5.400000000000002,7.199999999999999,-2.200000000000003,9.400000000000002,1,5,1,10.0,-385.0,322.0
2022_05_DET_NE,2022-10-09,NE,DET,1,29.0,18.2,29.0,-10.8,35.4,34.2,1.1999999999999957,-17.2,-5.200000000000003,-11.999999999999996,1,5,0,3.0,-148.0,133.0
2022_05_SEA_NO,2022-10-09,NO,SEA,1,7.0,21.2,23.2,-2.0,26.6,29.0,-2.3999999999999986,-5.400000000000002,-5.800000000000001,0.3999999999999986,1,5,0,5.5,-229.0,201.0
2022_05_HOU_JAX,2022-10-09,JAX,HOU,0,-7.0,26.2,15.6,10.6,19.6,24.2,-4.599999999999998,6.599999999999998,-8.6,15.199999999999998,1,5,1,7.0,-304.0,261.0
2022_05_LAC_CLE,2022-10-09,CLE,LAC,0,-2.0,25.2,22.2,3.0,24.8,28.6,-3.8000000000000007,0.3999999999999986,-6.400000000000002,6.800000000000001,1,5,0,-1.0,103.0,-114.0
2022_05_PIT_BUF,2022-10-09,BUF,PIT,1,35.0,30.0,20.0,10.0,19.0,26.4,-7.399999999999999,11.0,-6.399999999999999,17.4,1,5,0,14.0,-749.0,568.0
2022_05_NYG_GB,2022-10-09,GB,NYG,0,-5.0,17.0,16.4,0.6000000000000014,16.6,18.6,-2.0,0.3999999999999986,-2.200000000000003,2.6000000000000014,1,5,0,8.5,-397.0,331.0
2022_05_LV_KC,2022-10-10,KC,LV,1,1.0,30.6,24.6,6.0,23.0,25.2,-2.1999999999999993,7.600000000000001,-0.5999999999999979,8.2,1,5,1,7.5,-321.0,275.0
2022_06_WAS_CHI,2022-10-13,CHI,WAS,0,-5.0,17.2,21.2,-4.0,18.0,25.6,-7.600000000000001,-0.8000000000000007,-4.400000000000002,3.6000000000000014,1,6,0,-1.0,109.0,-120.0
2022_06_DAL_PHI,2022-10-16,PHI,DAL,1,9.0,27.0,17.6,9.399999999999999,18.6,14.4,4.200000000000001,8.399999999999999,3.200000000000001,5.1999999999999975,1,6,1,6.5,-292.0,252.0
2022_06_BUF_KC,2022-10-16,KC,BUF,0,-4.0,31.8,25.0,6.800000000000001,30.4,12.2,18.2,1.4000000000000021,12.8,-11.399999999999999,1,6,0,-2.5,132.0,-146.0
2022_06_ARI_SEA,2022-10-16,SEA,ARI,1,10.0,25.4,30.8,-5.400000000000002,21.0,24.6,-3.6000000000000014,4.399999999999999,6.199999999999999,-1.8000000000000007,1,6,1,-2.5,123.0,-136.0
2022_06_CAR_LA,2022-10-16,LA,CAR,1,14.0,16.0,23.2,-7.199999999999999,18.6,24.4,-5.799999999999997,-2.6000000000000014,-1.1999999999999993,-1.4000000000000021,1,6,0,10.0,-413.0,343.0
2022_06_TB_PIT,2022-10-16,PIT,TB,1,2.0,15.4,25.6,-10.200000000000001,20.6,16.6,4.0,-5.200000000000001,9.0,-14.200000000000001,1,6,0,-10.0,323.0,-386.0
2022_06_BAL_NYG,2022-10-16,NYG,BAL,1,4.0,20.6,18.6,2.0,27.6,23.4,4.200000000000003,-7.0,-4.799999999999997,-2.200000000000003,1,6,0,-5.5,206.0,-234.0
2022_06_CIN_NO,2022-10-16,NO,CIN,0,-4.0,23.0,25.6,-2.6000000000000014,21.6,17.8,3.8000000000000007,1.3999999999999986,7.800000000000001,-6.400000000000002,1,6,0,-3.0,148.0,-164.0
2022_06_MIN_MIA,2022-10-16,MIA,MIN,0,-8.0,23.0,26.2,-3.1999999999999993,23.0,20.4,2.6000000000000014,0.0,5.800000000000001,-5.800000000000001,1,6,0,-3.0,157.0,-175.0
2022_06_JAX_IND,2022-10-16,IND,JAX,1,7.0,13.8,18.8,-5.0,22.2,16.0,6.199999999999999,-8.399999999999999,2.8000000000000007,-11.2,1,6,1,1.0,-122.0,110.0
2022_06_NYJ_GB,2022-10-16,GB,NYJ,0,-17.0,19.4,19.2,0.1999999999999993,23.2,23.6,-0.40000000000000213,-3.8000000000000007,-4.400000000000002,0.6000000000000014,1,6,0,7.5,-362.0,305.0
2022_06_NE_CLE,2022-10-16,CLE,NE,0,-23.0,26.6,25.0,1.6000000000000014,20.6,19.6,1.0,6.0,5.399999999999999,0.6000000000000014,1,6,0,2.5,-140.0,127.0
2022_06_SF_ATL,2022-10-16,ATL,SF,1,14.0,23.6,24.4,-0.7999999999999972,21.6,12.2,9.400000000000002,2.0,12.2,-10.2,1,6,0,-3.5,166.0,-185.0
2022_06_DEN_LAC,2022-10-17,LAC,DEN,1,3.0,24.4,27.2,-2.8000000000000007,15.0,16.0,-1.0,9.399999999999999,11.2,-1.8000000000000007,1,6,1,3.5,-186.0,166.0
2022_07_NO_ARI,2022-10-20,ARI,NO,1,8.0,18.6,19.6,-1.0,22.8,26.4,-3.599999999999998,-4.199999999999999,-6.799999999999997,2.599999999999998,1,7,0,2.5,-140.0,126.0
2022_07_KC_SF,2022-10-23,SF,KC,0,-21.0,22.4,14.0,8.399999999999999,27.0,25.6,1.3999999999999986,-4.600000000000001,-11.600000000000001,7.0,1,7,0,-1.0,-104.0,-106.0
2022_07_SEA_LAC,2022-10-23,LAC,SEA,0,-14.0,23.4,26.6,-3.200000000000003,25.8,29.4,-3.599999999999998,-2.400000000000002,-2.799999999999997,0.399999999999995,1,7,0,5.5,-219.0,193.0
2022_07_PIT_MIA,2022-10-23,MIA,PIT,1,6.0,22.2,29.6,-7.400000000000002,14.8,25.2,-10.399999999999999,7.399999999999999,4.400000000000002,2.9999999999999964,1,7,0,7.5,-297.0,255.0
2022_07_HOU_LV,2022-10-23,LV,HOU,1,18.0,25.0,26.0,-1.0,17.2,19.8,-2.6000000000000014,7.800000000000001,6.199999999999999,1.6000000000000014,1,7,0,7.0,-325.0,278.0
2022_07_NYJ_DEN,2022-10-23,DEN,NYJ,0,-7.0,15.0,16.4,-1.3999999999999986,26.8,20.8,6.0,-11.8,-4.400000000000002,-7.399999999999999,1,7,0,-2.0,115.0,-127.0
2022_07_GB_WAS,2022-10-23,WAS,GB,1,2.0,14.8,22.6,-7.800000000000001,20.0,20.0,0.0,-5.199999999999999,2.6000000000000014,-7.800000000000001,1,7,0,-4.0,173.0,-195.0
2022_07_ATL_CIN,2022-10-23,CIN,ATL,1,18.0,23.6,18.4,5.200000000000003,24.0,21.8,2.1999999999999993,-0.3999999999999986,-3.400000000000002,3.0000000000000036,1,7,0,6.5,-271.0,235.0
2022_07_NYG_JAX,2022-10-23,JAX,NYG,0,-6.0,23.2,17.2,6.0,21.2,18.6,2.599999999999998,2.0,-1.4000000000000021,3.400000000000002,1,7,0,3.0,-165.0,148.0
2022_07_DET_DAL,2022-10-23,DAL,DET,1,18.0,21.4,15.8,5.599999999999998,28.0,34.0,-6.0,-6.600000000000001,-18.2,11.599999999999998,1,7,0,7.0,-278.0,241.0
2022_07_TB_CAR,2022-10-23,CAR,TB,1,18.0,15.8,24.0,-8.2,20.4,20.0,0.3999999999999986,-4.599999999999998,4.0,-8.599999999999998,1,7,1,-13.0,524.0,-680.0
2022_07_CLE_BAL,2022-10-23,BAL,CLE,1,3.0,26.8,26.4,0.40000000000000213,24.4,27.8,-3.400000000000002,2.400000000000002,-1.4000000000000021,3.8000000000000043,1,7,1,6.5,-282.0,244.0
2022_07_IND_TEN,2022-10-23,TEN,IND,1,9.0,19.2,23.6,-4.400000000000002,16.6,20.2,-3.599999999999998,2.599999999999998,3.400000000000002,-0.8000000000000043,1,7,1,2.5,-143.0,129.0
2022_07_CHI_NE,2022-10-24,NE,CHI,0,-19.0,26.8,18.6,8.2,14.8,21.6,-6.800000000000001,12.0,-3.0,15.0,1,7,0,9.5,-392.0,327.0
2022_08_BAL_TB,2022-10-27,TB,BAL,0,-5.0,17.0,22.2,-5.199999999999999,23.8,22.0,1.8000000000000007,-6.800000000000001,0.1999999999999993,-7.0,1,8,0,2.0,-128.0,116.0
2022_08_NYG_SEA,2022-10-30,SEA,NYG,1,14.0,31.8,28.6,3.1999999999999993,22.0,18.8,3.1999999999999993,9.8,9.8,0.0,1,8,0,3.0,-164.0,147.0
2022_08_SF_LA,2022-10-30,LA,SF,0,-17.0,18.8,19.0,-0.1999999999999993,21.6,21.4,0.20000000000000284,-2.8000000000000007,-2.3999999999999986,-0.40000000000000213,1,8,1,-1.0,-106.0,-104.0
2022_08_WAS_IND,2022-10-30,IND,WAS,0,-1.0,18.6,19.2,-0.5999999999999979,14.0,19.6,-5.600000000000001,4.600000000000001,-0.40000000000000213,5.0000000000000036,1,8,0,3.0,-151.0,136.0
2022_08_TEN_HOU,2022-10-30,HOU,TEN,0,-7.0,17.2,23.4,-6.199999999999999,19.0,21.4,-2.3999999999999986,-1.8000000000000007,2.0,-3.8000000000000007,1,8,1,-1.0,104.0,-115.0
2022_08_PIT_PHI,2022-10-30,PHI,PIT,1,22.0,24.6,14.0,10.600000000000001,14.0,25.0,-11.0,10.600000000000001,-11.0,21.6,1,8,0,11.0,-490.0,397.0
2022_08_NE_NYJ,2022-10-30,NYJ,NE,0,-5.0,23.8,16.6,7.199999999999999,26.2,22.4,3.8000000000000007,-2.3999999999999986,-5.799999999999997,3.3999999999999986,1,8,1,-3.0,140.0,-155.0
2022_08_MIA_DET,2022-10-30,DET,MIA,0,-4.0,22.2,31.2,-9.0,17.0,24.0,-7.0,5.199999999999999,7.199999999999999,-2.0,1,8,0,-3.5,169.0,-190.0
2022_08_ARI_MIN,2022-10-30,MIN,ARI,1,8.0,23.2,22.2,1.0,21.2,21.8,-0.6000000000000014,2.0,0.3999999999999986,1.6000000000000014,1,8,0,4.0,-199.0,177.0
2022_08_CHI_DAL,2022-10-30,DAL,CHI,1,20.0,22.2,13.6,8.6,19.4,19.0,0.3999999999999986,2.8000000000000007,-5.4,8.200000000000001,1,8,0,10.5,-430.0,355.0
2022_08_CAR_ATL,2022-10-30,ATL,CAR,1,3.0,22.0,22.6,-0.6000000000000014,16.8,20.8,-4.0,5.199999999999999,1.8000000000000007,3.3999999999999986,1,8,1,4.5,-201.0,178.0
2022_08_DEN_JAX,2022-10-30,JAX,DEN,0,-4.0,21.8,21.8,0.0,13.6,17.8,-4.200000000000001,8.200000000000001,4.0,4.200000000000001,1,8,0,1.0,-107.0,-103.0
2022_08_GB_BUF,2022-10-30,BUF,GB,1,10.0,29.0,14.2,14.8,18.8,22.6,-3.8000000000000007,10.2,-8.400000000000002,18.6,1,8,0,10.5,-445.0,365.0
2022_08_LV_NO,2022-10-30,NO,LV,1,24.0,27.6,30.8,-3.1999999999999993,28.8,25.2,3.6000000000000014,-1.1999999999999993,5.600000000000001,-6.800000000000001,1,8,0,-1.0,108.0,-119.0
2022_08_CIN_CLE,2022-10-31,CLE,CIN,1,19.0,22.4,26.2,-3.8000000000000007,27.2,17.8,9.399999999999999,-4.800000000000001,8.399999999999999,-13.2,1,8,1,-3.0,147.0,-163.0
2022_09_PHI_HOU,2022-11-03,HOU,PHI,0,-12.0,17.4,23.6,-6.200000000000003,26.8,15.2,11.600000000000001,-9.400000000000002,8.400000000000002,-17.800000000000004,1,9,0,-14.0,539.0,-702.0
2022_09_LAC_ATL,2022-11-06,ATL,LAC,0,-3.0,24.0,24.8,-0.8000000000000007,23.2,28.6,-5.400000000000002,0.8000000000000007,-3.8000000000000007,4.600000000000001,1,9,0,-2.5,130.0,-143.0
2022_09_TEN_KC,2022-11-06,KC,TEN,1,3.0,30.4,25.4,5.0,21.0,15.2,5.800000000000001,9.399999999999999,10.2,-0.8000000000000007,1,9,0,14.0,-689.0,530.0
2022_09_LA_TB,2022-11-06,TB,LA,1,3.0,19.0,24.8,-5.800000000000001,15.4,19.8,-4.4,3.5999999999999996,5.0,-1.4000000000000004,1,9,0,3.0,-158.0,142.0
2022_09_MIN_WAS,2022-11-06,WAS,MIN,0,-3.0,15.8,18.0,-2.1999999999999993,28.6,22.6,6.0,-12.8,-4.600000000000001,-8.2,1,9,0,-3.0,151.0,-169.0
2022_09_BUF_NYJ,2022-11-06,NYJ,BUF,1,3.0,24.8,15.6,9.200000000000001,26.2,16.2,10.0,-1.3999999999999986,-0.5999999999999996,-0.7999999999999989,1,9,1,-11.0,400.0,-494.0
2022_09_SEA_ARI,2022-11-06,ARI,SEA,0,-10.0,24.0,24.6,-0.6000000000000014,32.6,25.8,6.800000000000001,-8.600000000000001,-1.1999999999999993,-7.400000000000002,1,9,1,1.5,-128.0,116.0
2022_09_LV_JAX,2022-11-06,JAX,LV,1,7.0,17.6,24.0,-6.399999999999999,24.2,24.2,0.0,-6.599999999999998,-0.1999999999999993,-6.399999999999999,1,9,0,-2.5,116.0,-129.0
2022_09_GB_DET,2022-11-06,DET,GB,1,6.0,20.4,32.0,-11.600000000000001,19.4,25.6,-6.200000000000003,1.0,6.399999999999999,-5.399999999999999,1,9,1,-4.0,170.0,-191.0
2022_09_CAR_CIN,2022-11-06,CIN,CAR,1,21.0,24.4,21.8,2.599999999999998,19.2,25.4,-6.199999999999999,5.199999999999999,-3.599999999999998,8.799999999999997,1,9,0,7.0,-331.0,282.0
2022_09_MIA_CHI,2022-11-06,CHI,MIA,0,-3.0,20.6,24.8,-4.199999999999999,19.0,25.6,-6.600000000000001,1.6000000000000014,-0.8000000000000007,2.400000000000002,1,9,0,-4.0,172.0,-193.0
2022_09_IND_NE,2022-11-06,NE,IND,1,23.0,25.4,18.4,7.0,17.8,19.2,-1.3999999999999986,7.599999999999998,-0.8000000000000007,8.399999999999999,1,9,0,5.0,-212.0,188.0
2022_09_BAL_NO,2022-11-07,NO,BAL,0,-14.0,29.6,26.4,3.200000000000003,21.8,21.2,0.6000000000000014,7.800000000000001,5.199999999999999,2.6000000000000014,1,9,0,-1.0,112.0,-124.0
2022_10_ATL_CAR,2022-11-10,CAR,ATL,1,10.0,20.2,28.6,-8.400000000000002,22.8,24.8,-2.0,-2.6000000000000014,3.8000000000000007,-6.400000000000002,1,10,1,-2.5,119.0,-132.0
2022_10_DEN_TEN,2022-11-13,TEN,DEN,1,7.0,19.6,14.8,4.800000000000001,15.6,19.2,-3.5999999999999996,4.000000000000002,-4.399999999999999,8.4,1,10,0,2.5,-135.0,122.0
2022_10_LAC_SF,2022-11-13,SF,LAC,1,6.0,25.8,22.0,3.8000000000000007,25.2,24.4,0.8000000000000007,0.6000000000000014,-2.3999999999999986,3.0,1,10,0,8.5,-357.0,302.0
2022_10_DAL_GB,2022-11-13,GB,DAL,1,3.0,15.8,23.8,-8.0,27.4,16.2,11.2,-11.599999999999998,7.600000000000001,-19.2,1,10,0,-3.5,177.0,-199.0
2022_10_IND_LV,2022-11-13,LV,IND,0,-5.0,23.8,24.8,-1.0,15.0,19.6,-4.600000000000001,8.8,5.199999999999999,3.6000000000000014,1,10,0,4.5,-199.0,177.0
2022_10_NO_PIT,2022-11-13,PIT,NO,1,10.0,13.2,26.2,-13.0,27.2,26.2,1.0,-14.0,0.0,-14.0,1,10,0,1.0,-116.0,105.0
2022_10_ARI_LA,2022-11-13,LA,ARI,0,-10.0,14.0,20.6,-6.600000000000001,23.0,27.6,-4.600000000000001,-9.0,-7.0,-2.0,1,10,1,3.5,-183.0,160.0
2022_10_CLE_MIA,2022-11-13,MIA,CLE,1,22.0,23.0,26.6,-3.6000000000000014,23.0,25.4,-2.3999999999999986,0.0,1.2000000000000028,-1.2000000000000028,1,10,0,3.0,-177.0,158.0
2022_10_JAX_KC,2022-11-13,KC,JAX,1,10.0,31.0,24.8,6.199999999999999,18.8,22.2,-3.3999999999999986,12.2,2.6000000000000014,9.599999999999998,1,10,0,10.0,-399.0,333.0
2022_10_DET_CHI,2022-11-13,CHI,DET,0,-1.0,24.6,27.8,-3.1999999999999993,18.6,28.2,-9.599999999999998,6.0,-0.3999999999999986,6.399999999999999,1,10,1,3.0,-159.0,143.0
2022_10_MIN_BUF,2022-11-13,BUF,MIN,0,-3.0,25.8,16.0,9.8,27.0,21.2,5.800000000000001,-1.1999999999999993,-5.199999999999999,4.0,1,10,0,6.5,-264.0,230.0
2022_10_SEA_TB,2022-11-13,TB,SEA,1,5.0,16.0,19.2,-3.1999999999999993,29.2,21.0,8.2,-13.2,-1.8000000000000007,-11.399999999999999,1,10,0,2.5,-138.0,124.0
2022_10_HOU_NYG,2022-11-13,NYG,HOU,1,8.0,21.4,19.6,1.7999999999999972,16.8,24.8,-8.0,4.599999999999998,-5.199999999999999,9.799999999999997,1,10,0,5.5,-221.0,195.0
2022_10_WAS_PHI,2022-11-14,PHI,WAS,0,-11.0,27.8,17.0,10.8,17.2,17.0,0.1999999999999993,10.600000000000001,0.0,10.600000000000001,1,10,1,11.0,-501.0,405.0
2022_11_TEN_GB,2022-11-17,GB,TEN,0,-10.0,17.6,24.0,-6.399999999999999,18.2,13.4,4.799999999999999,-0.5999999999999979,10.6,-11.199999999999998,1,11,0,3.0,-171.0,153.0
2022_11_KC_LAC,2022-11-20,LAC,KC,0,-3.0,21.6,24.0,-2.3999999999999986,28.2,22.0,6.199999999999999,-6.599999999999998,2.0,-8.599999999999998,1,11,1,-5.5,203.0,-231.0
2022_11_CIN_PIT,2022-11-20,PIT,CIN,0,-7.0,13.2,23.4,-10.2,27.4,23.0,4.399999999999999,-14.2,0.3999999999999986,-14.599999999999998,1,11,1,-3.5,163.0,-182.0
2022_11_DAL_MIN,2022-11-20,MIN,DAL,0,-37.0,28.0,22.2,5.800000000000001,28.0,20.4,7.600000000000001,0.0,1.8000000000000007,-1.8000000000000007,1,11,0,-1.5,118.0,-131.0
2022_11_LV_DEN,2022-11-20,DEN,LV,0,-6.0,13.0,16.2,-3.1999999999999993,21.4,25.2,-3.8000000000000007,-8.399999999999999,-9.0,0.6000000000000014,1,11,1,2.5,-145.0,131.0
2022_11_DET_NYG,2022-11-20,NYG,DET,0,-13.0,22.2,20.4,1.8000000000000007,15.8,24.6,-8.8,6.399999999999999,-4.200000000000003,10.600000000000001,1,11,0,3.0,-159.0,143.0
2022_11_LA_NO,2022-11-20,NO,LA,1,7.0,21.4,23.8,-2.400000000000002,15.6,21.2,-5.6,5.799999999999999,2.6000000000000014,3.1999999999999975,1,11,0,2.5,-124.0,112.0
2022_11_PHI_IND,2022-11-20,IND,PHI,0,-1.0,17.6,21.8,-4.199999999999999,26.2,19.2,7.0,-8.599999999999998,2.6000000000000014,-11.2,1,11,0,-6.5,235.0,-270.0
2022_11_WAS_HOU,2022-11-20,HOU,WAS,0,-13.0,15.2,22.8,-7.600000000000001,20.2,17.0,3.1999999999999993,-5.0,5.800000000000001,-10.8,1,11,0,-3.0,135.0,-150.0
2022_11_CLE_BUF,2022-11-20,BUF,CLE,1,8.0,27.2,18.6,8.599999999999998,22.4,28.6,-6.200000000000003,4.800000000000001,-10.0,14.8,1,11,0,7.5,-353.0,298.0
2022_11_CAR_BAL,2022-11-20,BAL,CAR,1,10.0,23.2,19.2,4.0,22.2,24.2,-2.0,1.0,-5.0,6.0,1,11,0,13.0,-647.0,503.0
2022_11_CHI_ATL,2022-11-20,ATL,CHI,1,3.0,22.8,25.6,-2.8000000000000007,26.2,28.2,-2.0,-3.3999999999999986,-2.599999999999998,-0.8000000000000007,1,11,0,3.0,-138.0,125.0
2022_11_NYJ_NE,2022-11-20,NE,NYJ,1,7.0,25.8,13.6,12.200000000000001,24.0,15.0,9.0,1.8000000000000007,-1.4000000000000004,3.200000000000001,1,11,1,3.5,-182.0,163.0
2022_11_SF_ARI,2022-11-21,ARI,SF,0,-28.0,25.0,27.0,-2.0,25.4,23.4,2.0,-0.3999999999999986,3.6000000000000014,-4.0,1,11,1,-10.0,350.0,-422.0
2022_12_BUF_DET,2022-11-24,DET,BUF,0,-3.0,22.0,22.4,-0.3999999999999986,25.8,22.6,3.1999999999999993,-3.8000000000000007,-0.20000000000000284,-3.599999999999998,1,12,0,-10.0,342.0,-412.0
2022_12_NYG_DAL,2022-11-24,DAL,NYG,1,8.0,31.6,19.0,12.600000000000001,20.4,22.2,-1.8000000000000007,11.200000000000003,-3.1999999999999993,14.400000000000002,1,12,1,10.5,-441.0,363.0
2022_12_NE_MIN,2022-11-24,MIN,NE,1,7.0,22.8,25.8,-3.0,22.0,14.2,7.800000000000001,0.8000000000000007,11.600000000000001,-10.8,1,12,0,2.5,-136.0,123.0
2022_12_LAC_ARI,2022-11-27,ARI,LAC,0,-1.0,25.2,30.8,-5.600000000000001,21.0,24.4,-3.3999999999999986,4.199999999999999,6.400000000000002,-2.200000000000003,1,12,0,-2.5,123.0,-136.0
2022_12_GB_PHI,2022-11-27,PHI,GB,1,7.0,25.6,19.0,6.600000000000001,19.0,24.0,-5.0,6.600000000000001,-5.0,11.600000000000001,1,12,0,6.5,-278.0,241.0
2022_12_NO_SF,2022-11-27,SF,NO,1,13.0,25.6,22.4,3.200000000000003,21.6,21.8,-0.1999999999999993,4.0,0.5999999999999979,3.400000000000002,1,12,0,9.5,-392.0,327.0
2022_12_LV_SEA,2022-11-27,SEA,LV,0,-6.0,26.0,17.4,8.600000000000001,20.0,22.4,-2.3999999999999986,6.0,-5.0,11.0,1,12,0,4.0,-196.0,174.0
